,X,Y,nama,kode_rs,tempat_tidur,lat,lon,alamat,tipe,wilayah
0,106.811428,-6.210965,RS UMUM AL DR MINTOHARJO,3173036,202,-6.210965,106.811428,JL. BENDUNGAN HILIR 17 JAKPUS,RS_RUJUKAN_NASIONAL,"JAKARTA PUSAT, DKI JAKARTA"
1,106.837643,-6.176125,RS UMUM PAD GATOT SOEBROTO,3173025,528,-6.176125,106.837643,JL. DR. ABDUL  RAHMAN SALEH NO. 24  JAKARTA PUSAT,RS_RUJUKAN_NASIONAL,"JAKARTA PUSAT, DKI JAKARTA"
2,110.33810700000001,-7.892811999999999,RS UMUM DAERAH PANEMBAHAN SENOPATI,3402016,214,-7.892811999999999,110.33810700000001,JL DR. WAHIDIN SUDIRO HUSODO BANTUL,RS_RUJUKAN_NASIONAL,"BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
3,110.147947,-7.858816,RS UMUM DAERAH WATES,3401015,154,-7.858816,110.147947,JL TENTARA PELAJAR KM.1 NO.5 WATES KULON PROGO,RS_RUJUKAN_NASIONAL,"KULON PROGO, DAERAH ISTIMEWA YOGYAKARTA"
4,107.897,-7.2197,RS UMUM DAERAH DR. SLAMET GARUT,3205010,455,-7.2197,107.897,JL. RUMAH SAKIT NO.12 GARUT,RS_RUJUKAN_NASIONAL,"GARUT, JAWA BARAT"
5,107.536,-6.8861,RS UMUM TK II DUSTIRA,3277031,447,-6.8861,107.536,JL. DR. DUSTIRA NO.1 KEL. BAROS KEC. CIMAHI TENGAH,RS_RUJUKAN_NASIONAL,"KOTA CIMAHI, JAWA BARAT"
6,110.466788,-7.033936,RS UMUM DAERAH K.R.M.T WONGSONEGORO,3374342,367,-7.033936,110.466788,JL. FATMAWATI RAYA NO.1,RS_RUJUKAN_NASIONAL,"SEMARANG, JAWA TENGAH"
7,106.870709,-6.26955,RS UMUM BHAYANGKARA TK. I R.SAID SUKANTO,3172072,968,-6.26955,106.870709,"JL. RAYA BOGOR KRAMAT JATI,JAKARTA TIMUR",RS_RUJUKAN_NASIONAL,"JAKARTA TIMUR, DKI JAKARTA"
8,106.884825,-6.202804,RSUP PERSAHABATAN,3172013,487,-6.202804,106.884825,"JL. PERSAHABATAN RAYA NO. 1,JAKTIM",RS_RUJUKAN_NASIONAL,"JAKARTA TIMUR, DKI JAKARTA"
9,106.939,-6.6874,RS PARU DR. M. GOENAWAN PARTOWIDIGDO,3201024,151,-6.6874,106.939,"JL. RAYA PUNCAK KM.83, PO BOX 28 CISARUA BOGOR 16750",RS_RUJUKAN_NASIONAL,"BOGOR, JAWA BARAT"
10,106.86200000000001,-6.1303,RS PENYAKIT INFEKSI PROF. DR. SULIANTI SAROSO,3175064,152,-6.1303,106.86200000000001,JL. BARU SUNTER PERMAI RAYA JAKARTA UTARA,RS_RUJUKAN_NASIONAL,"JAKARTA UTARA, DKI JAKARTA"
11,106.79580690000002,-6.281179667999999,RSUP FATMAWATI,3171012,538,-6.281179667999999,106.79580690000002,"JL. RS FATMAWATI CILANDAK,JAKSEL",RS_RUJUKAN_NASIONAL,"JAKARTA SELATAN, DKI JAKARTA"
12,103.954,1.0871899999999999,RS BADAN PENGUSAHAAN BATAM,2071034,112,1.0871899999999999,103.954,"JL. DR. CIPTO MANGUNKUSUMO NO.1,  SEKUPANG,BATAM",RS_RUJUKAN_NASIONAL,"KOTA BATAM, KEPULAUAN RIAU"
13,134.079282,-0.868453,RS UMUM DAERAH MANOKWARI,9102011,161,-0.868453,134.079282,"JL. SILIWANGI NO.1, MANOKWARI BAR., KABUPATEN MANOKWARI, PAPUA BAR. 98312",RS_RUJUKAN_NASIONAL,"MANOKWARI, PAPUA BARAT"
14,109.719,-6.9146,RS UMUM DAERAH KRATON KAB. PEKALONGAN,3326011,184,-6.9146,109.719,JL. DR SUTOMO NO. 42 BATANG,RS_RUJUKAN_NASIONAL,"PEKALONGAN, JAWA TENGAH"
15,100.367,-0.9438,RSUP DR. M. DJAMIL,1371010,0,-0.9438,100.367,JL. PERINTIS KEMERDEKAAN PADANG,RS_RUJUKAN_NASIONAL,"KOTA PADANG, SUMATERA BARAT"
16,101.459546,1.680334,RS UMUM DAERAH  KOTA DUMAI,1473013,251,1.680334,101.459546,"JL. TJ. JATI NO.4, BULUH KASAP, DUMAI TIM., KOTA DUMAI, RIAU 28812",RS_RUJUKAN_NASIONAL,"KOTA DUMAI, RIAU"
17,101.451788,0.5232939999999999,RS UMUM DAERAH  ARIFIN ACHMAD,1471011,473,0.5232939999999999,101.451788,"JL. DIPONEGORO NO.2, SUMAHILANG, KEC. PEKANBARU KOTA, KOTA PEKANBARU, RIAU 28156",RS_RUJUKAN_NASIONAL,"KOTA PEKANBARU, RIAU"
18,103.163169,-0.322917,RS UMUM DAERAH  PURI HUSADA TEMBILAHAN,1403013,159,-0.322917,103.163169,"JL. VETERAN NO.52, TEMBILAHAN HILIR, TEMBILAHAN, KABUPATEN INDRAGIRI HILIR, RIAU 29281",RS_RUJUKAN_NASIONAL,"INDRAGIRI HILIR, RIAU"
19,109.13542,-6.884461,RS UMUM DAERAH KARDINAH,3376012,430,-6.884461,109.13542,"JALAN AIP JL. KS. TUBUN NO.2, KEJAMBON, KEC. TEGAL TIM., KOTA TEGAL, JAWA TENGAH 52124",RS_RUJUKAN_NASIONAL,"TEGAL, JAWA TENGAH"
20,100.36615400000001,-0.299734,RS UMUM DAERAH DR. ACHMAD MOCHTAR,1375014,340,-0.299734,100.36615400000001,"JL. DR. ABDUL RIVAI NO.1, BUKIT APIT PUHUN, KEC. GUGUK PANJANG, KOTA BUKITTINGGI, SUMATERA BARAT 26122",RS_RUJUKAN_NASIONAL,"KOTA BUKITTINGGI, SUMATERA BARAT"
21,122.492097,-4.034636,RS BAHTERAMAS PROVINSI SULTRA,7471011,368,-4.034636,122.492097,JL. KAPTEN PIERE TENDEAN NO 50 KEC BARUGA,RS_RUJUKAN_NASIONAL,"KOTA KENDARI, SULAWESI TENGGARA"
22,98.608627,3.518451,RSUP H. ADAM MALIK,1275655,689,3.518451,98.608627,"JL. BUNGA LAU NO.17, KEMENANGAN TANI, KEC. MEDAN TUNTUNGAN, KOTA MEDAN, SUMATERA UTARA 20136",RS_RUJUKAN_NASIONAL,"KOTA MEDAN, SUMATERA UTARA"
23,99.653639,1.5352459999999999,RS UMUM BERKAH,1220002,32,1.5352459999999999,99.653639,JL. GUNUNG TUA - LANGGA PAYUNG KM. 1 KEC. PADANG BOLAK,RS,"PADANG LAWAS UTARA, SUMATERA UTARA"
24,119.494118,-5.1344970000000005,RSUP DR. WAHIDIN SUDIROHUSODO,7371325,825,-5.1344970000000005,119.494118,JL. PERINTIS KEMERDEKAAN KM.11 MAKASAR,RS_RUJUKAN_NASIONAL,"KOTA MAKASSAR, SULAWESI SELATAN"
25,119.518098,-5.110355,"RS DR. TADJUDDIN CHALID, MPH",7371314,158,-5.110355,119.518098,JL. PACCERAKKANG NO.67 / PAJJAIANG DAYA MAKASSAR,RS_RUJUKAN_NASIONAL,"KOTA MAKASSAR, SULAWESI SELATAN"
26,119.41908799999999,-5.1623779999999995,RS UMUM DAERAH LABUANG BAJI,7371026,209,-5.1623779999999995,119.41908799999999,JL. DR. RATULANGI NO.81 MAKASSAR,RS_RUJUKAN_NASIONAL,"KOTA MAKASSAR, SULAWESI SELATAN"
27,119.868825,-3.073222,RS UMUM DAERAH LAKIPADADA,7318054,170,-3.073222,119.868825,JL. PONGTIKU MANDETEK TANA TORAJA,RS_RUJUKAN_NASIONAL,"TANA TORAJA, SULAWESI SELATAN"
28,119.416137,-5.137968,RS TK.II PELAMONIA,7371030,316,-5.137968,119.416137,"JL. JEND SUDIRMAN NO.27,MAKASSAR",RS_RUJUKAN_NASIONAL,"KOTA MAKASSAR, SULAWESI SELATAN"
29,120.25006599999999,-5.128285,RS UMUM DAERAH KABUPATEN SINJAI,7307014,136,-5.128285,120.25006599999999,"JL. JEND SUDIRMAN NO. 47 SINJAI, SULAWESI SELATAN",RS_RUJUKAN_NASIONAL,"SINJAI, SULAWESI SELATAN"
30,119.88488899999999,-0.8576459999999999,RS UMUM DAERAH UNDATA PALU,7271014,310,-0.8576459999999999,119.88488899999999,"JALAN TRANS SULAWESI TONDO, TALISE, MANTIKULORE, KOTA PALU, SULAWESI TENGAH 94119",RS_RUJUKAN_NASIONAL,"KOTA PALU, SULAWESI TENGAH"
31,120.82424099999999,1.036153,RS UMUM  MOKOPIDO TOLI-TOLI,7206012,206,1.036153,120.82424099999999,"JL. LANONI NO.37 KEL BARU KEC BAOLAN KAB TOLI-TOLI, SULTENG",RS_RUJUKAN_NASIONAL,"TOLITOLI, SULAWESI TENGAH"
32,121.33800600000001,-1.9722169999999999,RS UMUM DAERAH KOLONEDALE,7204021,95,-1.9722169999999999,121.33800600000001,JL. W MONGINSIDI 2 KOLONEDALE,RS_RUJUKAN_NASIONAL,"MOROWALI UTARA, SULAWESI TENGAH"
33,119.850559,-0.8997709999999999,RS UMUM ANUTAPURA PALU,7271036,303,-0.8997709999999999,119.850559,JL. KANGKUNG NO. 1 PALU,RS_RUJUKAN_NASIONAL,"KOTA PALU, SULAWESI TENGAH"
34,122.83653000000001,-0.932119,RS UMUM DAERAH KABUPATEN BANGGAI,7202015,271,-0.932119,122.83653000000001,JL. IMAM BONJOL KM 3 NO. 14 LUWUK,RS_RUJUKAN_NASIONAL,"BANGGAI, SULAWESI TENGAH"
35,124.80932,1.4538149999999999,RSUP PROF. DR. R. D. KANDOU,7171013,854,1.4538149999999999,124.80932,"JL. RAYA TANAWANGKO NO.56, MANADO",RS_RUJUKAN_NASIONAL,"KOTA MANADO, SULAWESI UTARA"
36,117.448877,0.142822,RS UMUM DAERAH TAMAN HUSADA,6474032,133,0.142822,117.448877,"JL. LETJEN S. PARMAN NO.1, BELIMBING, BONTANG BAR., KOTA BONTANG, KALIMANTAN TIMUR 75331",RS_RUJUKAN_NASIONAL,"KOTA BONTANG, KALIMANTAN TIMUR"
37,124.91776100000001,1.3098889999999999,RS UMUM DR.SAM RATULANGI,7102014,127,1.3098889999999999,124.91776100000001,"JL. R. SUPRAPTO NO.123, LUAAN, TONDANO TIM., KABUPATEN MINAHASA, SULAWESI UTARA",RS_RUJUKAN_NASIONAL,"MINAHASA, SULAWESI UTARA"
38,117.154,-0.5021,RS UMUM DAERAH ABDUL WAHAB SJAHRANIE,6472015,666,-0.5021,117.154,"JL. PALANG MERAH NO.1, SIDODADI, KEC. SAMARINDA ULU, KOTA SAMARINDA, KALIMANTAN TIMUR 75123",RS_RUJUKAN_NASIONAL,"KOTA SAMARINDA, KALIMANTAN TIMUR"
39,116.833,-1.2833,RS UMUM DAERAH DR. KANUJOSO DJATIWIBOWO,6471014,414,-1.2833,116.833,JL. M.T. HARYONO RING ROAD BALIKPAPAN NO.656,RS_RUJUKAN_NASIONAL,"KOTA BALIKPAPAN, KALIMANTAN TIMUR"
40,117.367,2.85,RS UMUM DAERAH TANJUNG SELOR,6404021,135,2.85,117.367,"JL CENDRAWASIH KEL TANJUNG SELOR HILIR, KEC TANJUNG SELOR KAB BULUNGAN",RS_RUJUKAN_NASIONAL,"BULUNGAN, KALIMANTAN UTARA"
41,116.98100000000001,-0.4173,RS UMUM DAERAH AJI MUHAMMAD PARIKESIT,6403015,355,-0.4173,116.98100000000001,JL. RATU AGUNG NO. 1 TENGGARONG SEBERANG,RS_RUJUKAN_NASIONAL,"KUTAI KARTANEGARA, KALIMANTAN TIMUR"
42,116.1786388,-1.8730577270000202,RS UMUM DAERAH PANGLIMA SEBAYA,6401014,158,-1.873057727,116.1786388,JL. KUSUMA BANGSA KM.5 TANAH GROGOT,RS_RUJUKAN_NASIONAL,"PASER, KALIMANTAN TIMUR"
43,114.60120049999999,-3.322801524,RS UMUM DAERAH ULIN BANJARMASIN,6371013,610,-3.322801524,114.60120049999999,"JL. JEN A YANI NO.43, BANJARMASIN KALIMANTAN SELATAN",RS_RUJUKAN_NASIONAL,"KOTA BANJARMASIN, KALIMANTAN SELATAN"
44,113.23100000000001,-1.5934,RS UMUM DAERAH DR DORIS SYLVANUS PALANGKA RAYA,6271012,336,-1.5934,113.23100000000001,JL. TAMBUN BUNGAI NO.4 PALANGKARAYA,RS_RUJUKAN_NASIONAL,"MURUNG RAYA, KALIMANTAN TENGAH"
45,114.77799999999999,-3.7992,RS UMUM DAERAH H. BOEJASIN PELAIHARI,6301013,140,-3.7992,114.77799999999999,JL. HADJI BOEJASIN NO.68 KAB. TANAH LAUT,RS_RUJUKAN_NASIONAL,"TANAH LAUT, KALIMANTAN SELATAN"
46,111.6022148,-2.713341475,RS UMUM DAERAH SULTAN IMANUDDIN,6201012,213,-2.713341475,111.6022148,JL. SUTAN SYAHRIR NO 17 PANGKALAN BUN,RS_RUJUKAN_NASIONAL,"KOTAWARINGIN BARAT, KALIMANTAN TENGAH"
47,112.95200000000001,-2.54,RS UMUM DAERAH DR MURJANI SAMPIT,6202013,244,-2.54,112.95200000000001,JL. H M ARSYAD NO. 65 SAMPIT,RS_RUJUKAN_NASIONAL,"BARITO TIMUR, KALIMANTAN TENGAH"
48,109.3649371,-0.060592722,RS UMUM DAERAH DR. SOEDARSO PONTIANAK,6171011,341,-0.060592722,109.3649371,JL. DR. SOEDARSO NO.1 PONTIANAK,RS_RUJUKAN_NASIONAL,"KOTA PONTIANAK, KALIMANTAN BARAT"
49,111.4960014,0.07869946099997999,RS UMUM DAERAH ADE MUHAMMAD DJOEN SINTANG,6107010,124,0.078699461,111.4960014,JL. PATIMURA DAN JL.YC OEVANG OERAY SINTANG,RS_RUJUKAN_NASIONAL,"SINTANG, KALIMANTAN BARAT"
50,109.967476,-1.832701,RS UMUM DAERAH DR. AGOESDJAM KETAPANG,6106016,177,-1.832701,109.967476,JL. PANJAITAN NO.51 KETAPANG,RS_RUJUKAN_NASIONAL,"KETAPANG, KALIMANTAN BARAT"
51,122.20428600000001,-8.622152,RS UMUM DAERAH DR TC HILLERS MAUMERE,5310012,187,-8.622152,122.20428600000001,"JL WAIRKLAU, NO. 1, 86113, KOTA BARU, ALOK TIM., KABUPATEN SIKKA, NUSA TENGGARA TIM.",RS_RUJUKAN_NASIONAL,"SIKKA, NUSA TENGGARA TIMUR"
52,123.595,-10.184,RS UMUM PROF DR WZ JOHANES,5371011,277,-10.184,123.595,JL. DR MOCH HATTA NO. 19 KUPANG,RS_RUJUKAN_NASIONAL,"KUPANG, NUSA TENGGARA TIMUR"
53,116.131328,-8.607397,RS UMUM DAERAH NTB,5271010,310,-8.607397,116.131328,JL. PRABU RANGKASARI DASAN CERMEN,RS_RUJUKAN_NASIONAL,"KOTA MATARAM, NUSA TENGGARA BARAT"
54,116.551,-8.5836,RS UMUM DAERAH DR. R. SOEDJONO SELONG,5203012,228,-8.5836,116.551,"JL. PROF M. YAMIN, SH. NO. 55 SELONG",RS_RUJUKAN_NASIONAL,"LOMBOK TIMUR, NUSA TENGGARA BARAT"
55,118.761799,-8.4736235,RS UMUM BIMA,5206015,155,-8.4736235,118.761799,JL. LANGSAT NO. 1 RABA KOTA BIMA,RS_RUJUKAN_NASIONAL,"BIMA, NUSA TENGGARA BARAT"
56,115.09200000000001,-8.1199,RS UMUM DAERAH KAB. BULELENG,5108016,274,-8.1199,115.09200000000001,JL. NGURAH RAI 30 SINGARAJA,RS_RUJUKAN_NASIONAL,"BULELENG, BALI"
57,115.21175009999999,-8.67573939400001,RSUP SANGLAH,5171016,602,-8.675739393999999,115.21175009999999,JL. DIPONEGORO DENPASAR BALI,RS_RUJUKAN_NASIONAL,"KOTA DENPASAR, BALI"
58,115.323,-8.5379,RS UMUM DAERAH SANJIWANI GIANYAR,5104012,126,-8.5379,115.323,JL. CIUNG WENARA NO.2 GIANYAR,RS_RUJUKAN_NASIONAL,"GIANYAR, BALI"
59,115.132,-8.5392,RS UMUM DAERAH TABANAN,5102010,186,-8.5392,115.132,JL. PAHLAWAN NO. 14 TABANAN,RS_RUJUKAN_NASIONAL,"TABANAN, BALI"
60,106.6356113,-6.1697843,RS UMUM DAERAH KABUPATEN TANGERANG,3603010,363,-6.1697843,106.6356113,"JL. A YANI NO. 9 TANGERANG, KOTA TANGERANG",RS_RUJUKAN_NASIONAL,"TANGERANG, BANTEN"
61,99.057006,2.951662,RS UMUM DAERAH DR. DJASAMEN SARAGIH,1273011,157,2.951662,99.057006,"JL SUTOMO NO. 230, PEMATANGSIANTAR",RS_RUJUKAN_NASIONAL,"KOTA PEMATANGSIANTAR, SUMATERA UTARA"
62,98.491587,3.0979959999999997,RS UMUM DAERAH KABANJAHE,1211011,122,3.0979959999999997,98.491587,JL KAPTEN SELAMAT KETAREN NO. 08 KABANJAHE,RS_RUJUKAN_NASIONAL,"KARO, SUMATERA UTARA"
63,99.271649,1.371924,RS UMUM DAERAH PADANG SIDEMPUAN,1277011,181,1.371924,99.271649,"JL DR. F.L. TOBING NO. 10,PADANGSIDIMPUAN",RS_RUJUKAN_NASIONAL,"KOTA PADANG SIDIMPUAN, SUMATERA UTARA"
64,98.961321,2.026976,RS UMUM DAERAH TARUTUNG,1205013,169,2.026976,98.961321,JL AGUS SALIM NO. 1 TARUTUNG,RS_RUJUKAN_NASIONAL,"TAPANULI UTARA, SUMATERA UTARA"
65,95.3411,5.56997,RS UMUM DAERAH  DR. ZAINOEL ABIDIN,1171015,624,5.56997,95.3411,"JL. TGK DAUD BEUREUEH, NO. 108 B. ACEH",RS_RUJUKAN_NASIONAL,"KOTA BANDA ACEH, ACEH"
66,97.149,5.1892,RS UMUM DAERAH CUT MEUTIA KAB. ACEH UTARA,1174016,257,5.1892,97.149,JL. BANDA ACEH-MEDAN KM.6 BUKET RATA LHOKSEUMAWE,RS_RUJUKAN_NASIONAL,"KOTA LHOKSEUMAWE, ACEH"
67,119.624,-4.0166,RS UMUM DAERAH ANDI MAKKASAU PAREPARE,7372075,215,-4.0166,119.624,JL. NURUSSAMAWATI NO.9 KOTA PAREPARE,RS_RUJUKAN_NASIONAL,"KOTA PARE PARE, SULAWESI SELATAN"
68,131.25,-0.8811,RS UMUM DAERAH KABUPATEN SORONG,9171010,164,-0.8811,131.25,JL. KESEHATAN NO. 36 SORONG,RS_RUJUKAN_NASIONAL,"SORONG, PAPUA BARAT"
69,109.345274,-7.384036,RS UMUM SIAGA MEDIKA PURBALINGGA,3303101,77,-7.384036,109.345274,JL. LETNAN SUDANI KARANGSENTUL KECAMATAN PADAMARA KABUPATEN PURBALINGGA,RS,"PURBALINGGA, JAWA TENGAH"
70,106.973578,-6.159306,RS EKA HOSPITAL HARAPAN INDAH,3216450,0,-6.159306,106.973578,"KOTA HARAPAN INDAH NO.9, RT.10/RW.8, PUSAKA RAKYAT, KEC. TARUMAJAYA, BEKASI, JAWA BARAT 17214",RS,"KOTA BEKASI, JAWA BARAT"
71,110.356524,-7.803528999999999,RS KHUSUS IBU DAN ANAK RACHMI,3471379,11,-7.803528999999999,110.356524,JL KH WACHID HASYIM NO 47 NOTOPRAJAN NGAMPILAN YOGYAKARTA 55262,RS,"KOTA YOGYAKARTA, DAERAH ISTIMEWA YOGYAKARTA"
72,99.62581999999999,2.985296,RS UMUM METHODIST BINTANG KASIH,1208062,0,2.985296,99.62581999999999,JL COKROAMINOTO NO. 46 KELURAHAN KISARAN BARU KECAMATAN KOTA KISARAN BARAT,RS,"ASAHAN, SUMATERA UTARA"
73,110.208074,-7.930186,RS UMUM PURA RAHARJA MEDIKA,3401053,38,-7.930186,110.208074,"JL RAYA BROSOT NO.18 BANGERAN, LENDAH,KULON PROGO",RS,"KULON PROGO, DAERAH ISTIMEWA YOGYAKARTA"
74,108.357249,-6.704737,RS IBU DAN ANAK MITRA PLUMBON MAJALENGKA,3210037,34,-6.704737,108.357249,JL. RAYA BARAT PASAR PRAPATAN NO. 109,RS,"MAJALENGKA, JAWA BARAT"
75,99.650052,2.960836,RS UMUM IVAN HUSADA,1208061,0,2.960836,99.650052,JL GATOT SUBROTO NO. 243 KEL SENTANG KEC KISARAN TIMUR,RS,"ASAHAN, SUMATERA UTARA"
76,98.677171,3.525151,RS IBU DAN ANAK KARYA JAYA,1275920,35,3.525151,98.677171,JL KARYA JAYA NO 182 MEDAN,RS,"KOTA MEDAN, SUMATERA UTARA"
77,122.602198,-5.462369,RS UMUM MURHUM,7472003,0,-5.462369,122.602198,JL MURHUM NO 69 KELURAHAN WAJO KECAMATAN MURHUM,RS,"KOTA BAU BAU, SULAWESI TENGGARA"
78,98.623605,3.5222620000000004,RS UMUM ANANDA PUTRI MEDAN,1275919,0,3.5222620000000004,98.623605,JL JAMIN GINTING KM 11 NO 78,RS,"KOTA MEDAN, SUMATERA UTARA"
79,99.64245,2.9875380000000002,RS UMUM PERMATA HATI,1208064,33,2.9875380000000002,99.64245,JL IR H JUANDA NO 21 KISARAN,RS,"ASAHAN, SUMATERA UTARA"
80,107.45728999999999,-6.2839730000000005,RS UMUM AMANDA MITRA KELUARGA,3215167,37,-6.2839730000000005,107.45728999999999,JL. RAYA BUAHASEUM DESA KARYA MUKTI KEC. LEMAHABANG WADAS KAB. KARAWANG,RS,"KARAWANG, JAWA BARAT"
81,106.57861100000001,-6.118416000000001,RS IBU DAN ANAK SEPATAN MULIA,3603189,34,-6.118416000000001,106.57861100000001,JALAN RAYA PAKUHAJI NO 3 RT 002 RW 001 KEL SEPATAN KAB TANGERANG,RS,"TANGERANG, BANTEN"
82,98.643384,3.5732699999999995,RS KHUSUS BEDAH SETIA BUDI,1275921,15,3.5732699999999995,98.643384,JL. MESJID NO. 3 TANJUNG REJO MEDAN,RS,"KOTA MEDAN, SUMATERA UTARA"
83,100.58025,-0.465761,RS UMUM HARAPAN IBUNDA,1305017,25,-0.465761,100.58025,"JL. IMAM BONJOL NO.3B, DOBOK",RS,"TANAH DATAR, SUMATERA BARAT"
84,112.530542,-7.8391660000000005,RS PUNTEN,3579004,27,-7.8391660000000005,112.530542,JL. KENANGA NO. 300 BULUKERTO KECAMATAN BUMIAJI KOTA BATU,RS,"KOTA BATU, JAWA TIMUR"
85,112.744695,-7.273842,RS IBU DAN ANAK FERINA,3578795,18,-7.273842,112.744695,JL. IRIAN BARAT NO. 7-11 SURABAYA,RS,"KOTA SURABAYA, JAWA TIMUR"
86,104.751958,-3.033712,RS IBU DAN ANAK KADER BANGSA PALEMBANG,1671346,50,-3.033712,104.751958,JL. KI. MEROGAN NO. 446 RT. 08 RW. 02 KERTAPATI PALEMBANG 30258,RS,"KOTA PALEMBANG, SUMATERA SELATAN"
87,112.00583799999998,-7.817342999999999,RS GIGI MULUT IIK BHAKTI WIYATA,3506065,9,-7.817342999999999,112.00583799999998,JL. KH. WACHID HASYIM NO. 65,RS,"KEDIRI, JAWA TIMUR"
88,123.63903,-10.178955,RS JIWA NAIMATA,5371059,56,-10.178955,123.63903,"JLN. TAEBENU RT, 007 RW 003, KELURAHAN NAIMATA KECAMATAN MAULAFA KOTA KUPANG",RS,"KOTA KUPANG, NUSA TENGGARA TIMUR"
89,119.43525700000001,-5.162828,RS IBU DAN ANAK PARAMOUNT,7371428,113,-5.162828,119.43525700000001,JL. ANDI PANGERAN PETTARANI NO 82 MAKASSAR,RS,"KOTA MAKASSAR, SULAWESI SELATAN"
90,112.416622,-7.11975,RS BEDAH CITRA MEDIKA LAMONGAN,3524048,25,-7.11975,112.416622,JALAN LAMONGREJO NO 28 LAMONGAN,RS,"LAMONGAN, JAWA TIMUR"
91,97.12972099999999,5.174084,RS UMUM METRO MEDICAL CENTER,1174022,66,5.174084,97.12972099999999,JALAN MERDEKA BARAT NOMOR 70A KOTA LHOKSEUMAWE PROVINSI ACEH,RS,"KOTA LHOKSEUMAWE, ACEH"
92,112.545491,-6.981127000000001,RS IBU DAN ANAK AMALIA,3525100,21,-6.981127000000001,112.545491,"JL. RAYA DEANDLES GOLOKAN RT 01 RW 02, SIDAYU GRESIK",RS,"GRESIK, JAWA TIMUR"
93,127.58376299999999,0.751312,RS JIWA SOFIFI,8272004,25,0.751312,127.58376299999999,"JL. LINTAS HALMAHERA DESA GAROJOU, KEC. OBA UTARA. KOTA TIDORE KEPUANAUN PROVINSI MALUKU UTARA",RS,"KOTA TIDORE KEPULAUAN, MALUKU UTARA"
94,112.709333,-7.688153999999999,RS SAHABAT,3514054,72,-7.688153999999999,112.709333,JL. SURABYA MALANG KM 50 DESA SUWAYUWO KECAMATAN SUKOREJO KABUPATEN PASURUAN,RS,"PASURUAN, JAWA TIMUR"
95,110.390004,-7.843183,RUMAH SAKIT BEDAH ADELIA,3402081,18,-7.843183,110.390004,JL MONUMEN TNI AU NO 1 TAMANAN BANGUNTAPAN BANTUL,RS,"BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
96,115.170708,-8.521424,RS UMUM BALI HOLISTIK,5102048,30,-8.521424,115.170708,"JL. RAYA UMABIAN DESA BELAYU, KEC. MARGA KAB. TABANAN, BALI",RS,"TABANAN, BALI"
97,119.410697,-5.136342,RS IBU DAN ANAK KARTINI,7371429,22,-5.136342,119.410697,JL. KARTINI NO 1 A,RS,"KOTA MAKASSAR, SULAWESI SELATAN"
98,103.409663,0.998135,RS IBU DAN ANAK GRAHA RAP,2101002,22,0.998135,103.409663,JL. RAJA OESMAN BARAN 1,RS,"KARIMUN, KEPULAUAN RIAU"
99,103.605846,-1.6318,RS MITRA,1571168,49,-1.6318,103.605846,JL. JENDERAL BASUKI RAHMAT NO 77,RS,"KOTA JAMBI, JAMBI"
100,102.910573,-4.448688,RS AS-SYIFA,1701016,58,-4.448688,102.910573,JL. GERAK ALAM RT. 13 KELURAHAN KOTA MEDAN KECAMATAN KOTA MANNA,RS,"BENGKULU SELATAN, BENGKULU"
101,99.168511,3.348785,RS CHEVANI,1274063,130,3.348785,99.168511,JALAN PROF. H. M. YAMIN NO. 17 TANJUNG MARULAK HILIR,RS,"KOTA TEBING TINGGI, SUMATERA UTARA"
102,116.18585800000001,-1.9000119999999998,RS UMUM MUHAMMADIYAH PASER,6401016,51,-1.9000119999999998,116.18585800000001,JL. DR. CIPTO MANGUNKUSUMO TANA PASER,RS,"PASER, KALIMANTAN TIMUR"
103,99.65294899999999,2.581668,RS UMUM RADIVA,1208065,0,2.581668,99.65294899999999,JALINSUM DESA LEDONG TIMUR KECAMATAN AEK LEDONG,RS,"ASAHAN, SUMATERA UTARA"
104,110.706075,-7.695121,RS PKU MUHAMMADIYAH PEDAN,3310425,0,-7.695121,110.706075,"JALAN NGRENDENG, RT.01/RW.05, SOBAYAN, KEC. PEDAN",RS,"KLATEN, JAWA TENGAH"
105,107.819598,-6.313027,RS UMUM KHARISMA,3213048,27,-6.313027,107.819598,JL. WARUNG CENDOL RT 10 RW 04 RANCASARI PAMANUKAN SUBANG,RS,"SUBANG, JAWA BARAT"
106,110.735868,-7.551692999999999,RS PKU MUHAMMADIYAH KARTASURA,3311230,53,-7.551692999999999,110.735868,JALAN SLAMET RIYADI NO. 6 KARTASURA,RS,"SUKOHARJO, JAWA TENGAH"
107,108.37043899999999,-7.295192999999999,RSU DADI KELUARGA CIAMIS,3207057,45,-7.295192999999999,108.37043899999999,"JALAN RE. MARTADINATA NOMOR 333-335 BAREGBEG, CIAMIS",RS,"CIAMIS, JAWA BARAT"
108,107.74908300000001,-6.560575,RUMAH SAKIT BERSALIN GRHA MUTIARA,3213049,31,-6.560575,107.74908300000001,"JL. BRIGJEN KATAMSO NO. 4 SUBANG 41212 ,KP. SUKAWENING RT. 62, RW. 20, KELURAHAN CIGADUNG",RS,"SUBANG, JAWA BARAT"
109,98.781295,1.741294,RS METTA MEDIKA,1277027,65,1.741294,98.781295,JL SUTOYO SISWOMIHARJO NO 34 SIBOLGA,RS,"KOTA SIBOLGA, SUMATERA UTARA"
